tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
photovoltaic farms,0.6179,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
photovoltaic,0.5816,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
electricityproduction,0.5685,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
photovoltaic energy,0.5680,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
photovoltaic technology,0.5475,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
photovoltaic panels,0.5445,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
"systems-engineering
</s>
The given text discusses the arrangement and management of networks involving energy producers and receivers. The main topics and themes revolve around networking technology and systems engineering as they relate to energy distribution among various countries. Therefore",0.5052,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
energy-management,0.4907,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
power plants,0.4846,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
solar power,0.4818,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
renewable energy,0.4712,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
energy production,0.4695,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
green energy,0.4607,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
photovoltaics,0.4547,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
renewable_energy,0.4527,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
energy industry,0.4388,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
green technology,0.4342,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
greenenergy,0.4324,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
technological eco-miracles,0.4155,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
electricity,0.4066,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
energy collection,0.3971,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
green_energy,0.3915,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
energy consumption,0.3876,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
economic sustainability,0.3742,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
energytransition,0.3721,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
wind farms,0.3647,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
energy prices,0.3633,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
clean-energy,0.3623,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
sustainability,0.3578,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
renewable,0.3337,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
electric cars,0.3267,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
and energy-management.,0.3141,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
environmental issues,0.3093,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
energy_pricing_models,0.2999,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
inefficiency,0.2985,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
solarization,0.2922,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
environmental_concerns,0.2887,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
large farms,0.2855,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
large scale production,0.2855,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
energy,0.2846,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
environmental,0.2840,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
industry transformation|,0.2839,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
solar,0.2827,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
poland,0.2797,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
electronics,0.2759,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
"energy_storage
</|im_end|>",0.2732,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
overproduction,0.2699,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
sun,0.2677,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
geothermal,0.2676,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
network,0.2583,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
environmental impact,0.2581,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
networks,0.2573,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
panel,0.2565,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
industry,0.2542,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
"business"".
The text is discussing topics such as investment timing",0.2524,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
modernization,0.2509,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
tuning of recipients and suppliers,0.2503,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
information-technology,0.2494,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
conservation,0.2493,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
technology,0.2468,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
gas heating,0.2446,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
self-sufficiency,0.2441,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
supply,0.2424,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
efficiency,0.2421,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
human-technology,0.2418,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
innovation,0.2409,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
economic reality,0.2406,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
climate change,0.2405,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
"efficiency
</|im_start|>",0.2401,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
environment,0.2397,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
profitability,0.2377,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
5G networks,0.2365,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
production,0.2351,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
economic growth,0.2344,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
proposal,0.2281,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
industries,0.2276,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
climate_change,0.2250,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
investment,0.2245,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
consumption,0.2241,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
environmental damage,0.2238,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
and economic impact,0.2236,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
economics,0.2225,0.0007270482709861655,0.22648877318581193,0.03972647346141322,0.12300683371298407,-0.38710328936576843
