tag_name,cosine_similarity
cinema,0.8952
Rings of Power,0.9005
protest,0.8926
market demand,0.8892
wealth,0.8816
investors,0.8938
technology industry,0.9045
investment strategies,0.9004
Tolkien,0.8792
Amazon,0.8760
creativity,0.8978
Peter Jackson,0.8964
crisis,0.9003
marketing,0.8928
finance,0.8936
Fundacja Więcej Mądrości,0.8519
share prices,0.8969
Wiedźmin,0.8634
mass culture,0.9035
China trade war,0.9099
media,0.8771
Apple,0.8787
Tesla,0.8798
Hollywood,0.8891
polish culture,0.9075
Sapkowski,0.8808
film production,0.9006
Meta,0.8761
real estate,0.8925
Disney,0.8763
Netflix,0.8752
criticism,0.8970
gaming,0.8789
scandal,0.8926
investment,0.8923
stock market,0.8991
fans,0.8958
billionaires,0.8983
economy,0.9002
Mariusz Stefaniak,0.8867
entertainment industry,0.9023
economic crisis,0.9057
bankruptcy,0.8936
psychology,0.8960
