tag_name,cosine_similarity
constitution,0.9056
money,0.8974
covid-19,0.9169
experts,0.9165
cryptocurrency,0.9156
forecasting,0.9055
power,0.8930
european union,0.9233
none,0.8895
sheep and shepherd metaphor,0.9284
war,0.8947
business,0.8980
finance,0.9131
pandemic,0.9146
international-problems,0.9317
public-opinion,0.9235
mythdebunking,0.9173
politics,0.8980
conflict,0.9138
real estate,0.9127
speculation,0.9142
financial market,0.9210
economics,0.9133
history,0.9031
corruption,0.8986
europe,0.9105
law,0.8992
european-union,0.9232
investment,0.9126
inflation,0.9122
economy,0.9189
china,0.9025
freedom,0.8973
globalization,0.9146
vaccines,0.9068
global economy,0.9245
