tag_name,cosine_similarity
cinema,0.8952
business failure,0.9057
protest,0.8926
technology industry,0.9045
stock prices,0.8992
technology,0.8818
Amazon,0.8760
creativity,0.8978
movie production,0.9066
crisis,0.9003
finance,0.8936
Wiedźmin,0.8634
mass culture,0.9035
China trade relations,0.9071
consumer culture,0.9037
media,0.8771
Apple,0.8787
market dynamics,0.8976
Tesla,0.8798
Hollywood,0.8891
polish culture,0.9075
Sapkowski,0.8808
world brand,0.9007
real estate,0.8925
mainstream media,0.8989
economics,0.8956
entertainment,0.8977
value estimation,0.8936
criticism,0.8970
gaming,0.8789
scandal,0.8926
investment,0.8923
stock market,0.8991
fans,0.8958
billionaires,0.8983
economy,0.9002
entertainment industry,0.9023
economic crisis,0.9057
property loss,0.9023
