tag_name,cosine_similarity
regulation,0.8885
global ranking,0.9110
banks,0.8858
media perception,0.9089
free market,0.9171
Polish economy,0.9245
SMEs,0.9056
foreign companies,0.9171
Europe,0.8880
taxation,0.9079
public assistance,0.9122
energy,0.8904
financial sanctions,0.9128
statistics,0.9034
Poland,0.9063
IT industry,0.9106
business,0.8920
Russia,0.8860
radio,0.8901
EU,0.8884
government,0.8943
regulations,0.8970
market,0.8852
European comparison,0.9133
hypocrites,0.9107
imported,0.8965
corporate culture,0.9228
political decisions,0.9145
Russian economy,0.9175
entrepreneurship,0.8989
prices,0.9032
politics,0.8907
economic restrictions,0.9116
markets,0.8866
media hype,0.9078
competition,0.9021
economics,0.9067
location,0.8897
entrepreneurship culture,0.9074
financial policy,0.9174
coal mines,0.9063
natural resources,0.9106
sanctions,0.9047
business climate,0.9127
trade relations,0.9114
inflation,0.9060
energy prices,0.9143
economy,0.9125
coal,0.8860
station,0.8933
bankruptcy,0.9080
